prediction,goldlabel,questions,passages_len
Johannes Schmidt,Le linguiste Johannes Schmidt,question: Qui evoque les territoires pour expliquer le manque de mots pour designer le saumon ? </s>,1
dans un premier temps moroses,les ventes de cette nouvelle console sont dans un premier temps mo,question: Est-ce que les ventes de la Nintendo 3DS ont ete un succes ? </s>,1
seize à vingt couleurs pour leur propre usage,6  6  6 = 216,question: Quelle est la formule mathematique pour calculer le nombre de couleurs garanties ? </s>,1
"aider dans la planification du marketing, la mise en",aider dans la planification,question: Quel est l'objectif des informations du SIG ? </s>,1
Hominidés,Dans le courant du XXe siècle,question: A quelle epoque les chercheurs ont-ils decouvert des traces d'existence de l'homme ? </s>,1
30,30 pays,"question: En 2005, dans combien de pays a-t-on fete l'Aid el-Fitr le 3 novembre ? </s>",1
l'homme,"animaux forestiers, dont les sangliers et plusieurs",question: Qui mange Elaphomyces </s>,1
1993,En 1993,question: Quand devient il capitaine de l'equipe de Quidditch ? </s>,1
1971,En 1971,question: quand la premiere fete de Lutte ouvriere est-elle organisee ? </s>,1
environnement anoxique,océan Arctique est un environnement anoxique,question: Quelle est la caracteristique du fond de l'ocean Arctique? </s>,1
sélection massale,sélection massale,question: Comment s'appelle le processus de greffer les bouts de sarments preleves sur les meilleurs pieds de vignes ? </s>,1
tireur de trait,tireur de trait,question: Que signifie etymologiquement rex ? </s>,1
"rupture avec tout traditionalisme, élitisme, modernité,",Première Guerre mondiale,question: quelle est l'affrontement evoque </s>,1
règles de cohérence,règles de cohérence,question: l'information doit etre conforme a quoi </s>,1
au début de la saison 2014–2015,10 mars 2014,question: Quand les Knicks ont-ils pu acquerir l'equipe ? </s>,1
les forces démocrates,les forces démocrates,question: A qui s'opposait Edward Dickinson Baker ? </s>,1
exclusivité des résultats sous des conditions d'em,sous des conditions d'embargo d'information,question: Comment les resultats de l'etude sont ils partages aux journalistes francais ? </s>,1
1571,1571,question: En quelle annee est ne Le Caravage ? </s>,1
en ligne,en ligne,question: Sous quelle autre forme que la publication imprimee un article est-il publie ? </s>,1
Ouugandais,britannique,question: De quel pays est le King's African Rifles ? </s>,1
Enfants du Destin,"chaque morceau est consacré à un personnage, une victime différente",question: De quel sujet traite sa serie ? </s>,1
décideurs marketing,aux décideurs marketing,question: A qui servent les informations d'un SIG ? </s>,1
Le destin politique de la Hongrie,Le destin politique de la Hongrie,question: Qu'est-ce qui a ralenti l'emergence d'une musique nationale ? </s>,1
Mariés de la Tour Eiffel,Eiffel,question: quelle est le nom de la tour </s>,1
Goya,"Le célèbre tableau de Goya, Tres de mayo",question: Quelle œuvre retrace les represailles francaises sur les insurges madrilenes ? </s>,1
université,université,question: A quoi peuvent etre rattaches les EPA? </s>,1
peu goûteux et de consistance parfois désagréable,peu goûteux et de consistance parfois désagréable,question: Pourquoi l'Elaphomyces n'est t'il pas consomme par l'homme </s>,1
les calculateurs médiévaux,les calculateurs médiévaux,question: Qui a repris l'inconnue a une seule lettre a part Jordanus Nemorarius ? </s>,1
la même manière des langues et des dialectes très,noter de la même façon des langues et des dialect,question: Qu'est ce qui est rendu possible par une ecriture sans lien direct avec la phonetique ? </s>,1
Jol Mergui,Adolphe Crémieux,question: Qui etait ministre de la justice en 1871 ? </s>,1
gelding,stérile,"question: Que signifie ""hongre"" en vieux norrois? </s>",1
Afrique de l'Ouest,Afrique de l'Ouest,question: Quelle est la region du continent africain consideree comme le berceau qui a influence la musique occidentale ? </s>,1
Orangistes,des Orangistes,question: Avec qui se bat le gouvernement en 1796 ? </s>,1
20 000,"2 000 et 3 000 chevaliers, et entre",question: Quelle etait la composition de l'armee qui mit fin a la guerre entre Edouard II et Robert Bruce? </s>,1
presque sphérique,presque sphérique,question: Comment sont reparties les etoiles dans la galaxie ? </s>,1
il utilisait des versions plus anciennes de Mercedes-,car il utilisait des versions plus anciennes de Mercedes,question: Pourquoi le grand prix de Suisse a ete le meilleur resultat de l'annee pour Hans Herrmann ? </s>,1
entre mai et juin 2019,entre mai et juin 2019,question: Quand les travaux ont ils ete realises ? </s>,1
talibans pakistanais,2007,question: En quelle annee est attaquee la Mosquee rouge ? </s>,1
ses ailes,plume fossilisée de ses ailes,question: D ou vient la plume ? </s>,1
Barra de Tijuca,l'ancien circuit de Formule 1 de Jacarepag,question: Qu'est-ce qu'il y avait a la place du principal site de competitions des JO de Rio ? </s>,1
Shwebo,Shwebo,question: Quel est le nouveau nom de Moksobo ? </s>,1
Harry Potter et l'Ordre du phé,Harry Potter et l'Ordre du phé,question: Dans quel tome Hedwige est blessee ? </s>,1
"des divinités, des rois ou bien des temples e",divinités,question: Quel est l'objet des hymnes durant la periode couvrant la troisieme dynastie d'Ur ? </s>,1
Daily Mirror,le Daily Mirror,question: Quel journal a aborde le tournage du clip et les vetement de Britney Spears ? </s>,1
Carcano,Carcano,question: Qui succede a l'idole interiste comme entraineur ? </s>,1
muriquée,Elaphocordyceps,question: quelle est l'espece procge de la truffe du cerf </s>,1
sept jeunes filles,"Jaekyung, Seungah, Noeul,",question: Qui font partie du girl band Rainbow ? </s>,1
pièce de Shakespeare,pièces de Shakespeare,question: Dans quelle type de piece joue-t-il ? </s>,1
le plumage blanc de Hedwige est trop repé,Il l'a trouvé dans un livre d'histoire de,question: Pourquoi Hedwige se prenomme ainsi ? </s>,1
Afrique du Nord,la partie sud-orientale du monde méditerranéen,question: Ou se trouvent les pays conquis par les sultans ? </s>,1
Ne reminiscaris Domine,Ne reminiscaris Domine,question: Comment s'appelle la oeuvre de Gesualdo ? </s>,1
république,république,question: Quelle regime politique arrive en Chine apres l’ere imperiale ? </s>,1
Gesher,le Gesher,question: Quel est le nouveau parti d'extreme droite en 1996 ? </s>,1
infirmière,Pompom,question: Quel est le diminutif de Poppy Pomfresh ? </s>,1
nombreuses églises,églises orthodoxes,question: Quels edifices religieux sont tres presents dans la ville ? </s>,1
bois d'acajou,en bois d'acajou,question: Dans quel materiau la chaire du chœur est-elle constituee ? </s>,1
Berlin,Berlin,question: Quelle est la capitale de l'Allemagne depuis 1990 ? </s>,1
farcis,töltött káposzta,question: Quels legumes farcis sont prepares a partir de ces ingredients ? </s>,1
Corinne,tireur,question: Qui doit tuer Bond ? </s>,1
Garde de Fer,Garde de Fer,question: Qui mitraille le train de Carol II </s>,1
surréalisme,manifestations de cet esprit nouveau qui [...] se promet de modifier,question: Comment Apollinaire definit-il le surrealisme? </s>,1
150 Polonais arrêtés à Dantzig,150,question: Quel est l'effectif de la premiere population du camp de concentration du Stutthof? </s>,1
les ventes effectuées par le truchement de son site,uniquement sur les ventes effectuées par le truchement de,question: Sur quoi reposent les liste du site Amazon ? </s>,1
Alain Hélias,cantonnier,question: Quel est le metier d'Alain Le Goff ? </s>,1
Benazir Bhutto,Youssouf Raza Gilani,question: Qui etait le premier Premier ministre de Asif Ali Zardari? </s>,1
insurgés,loyalistes,question: Qui sont les acteurs qui n'etaient pas en faveur de la guerre d'independance americaine ? </s>,1
dossiers médicaux,les dossiers médicaux,question: A partir de quel document le procureur de Modene enquete-t-il? </s>,1
Barta,Barta,question: quel est le surnom de David Korner ? </s>,1
traité Nâtya-shâstra de Bh,traité,question: par quoi est atteste le fait que le mridang est l'ancetre de la famille? </s>,1
"6,5 %","6,5 % dans",question: Quelle est la croissance moyenne de l'Ouganda dans les annees 1990 ? </s>,1
en tôle de cuivre,oxydé,question: Pourquoi le toit est il vert? </s>,1
Turquie,Turquie,question: avec quel pays la grece est elle en conflit ? </s>,1
soldats de Napoléon pouvaient être battus,18 juillet 1808,question: A quel moment eut lieu le tournant psychologique de la guerre ? </s>,1
26,26,question: Combien  de listes LO a t elle conduit avec le PS ? </s>,1
Felix Felicis,Slughorn,question: Qui connaissait les Horcruxes ? </s>,1
Estimant quelques publications de l'UNESCO comme une,Estimant quelques publications de l'UNESCO comme une,question: Pourquoi l'Afrique du Sud decide de s'eloigner de l'Unesco ? </s>,1
veut désormais rejeter avec force,pour la rassurer,question: Pourquoi Roger ecrit-il a sa mere ? </s>,1
dimension des maisons à construire et le délai accordé,la dimension des maisons à construire et le délai accord,question: Quelles sont les conditions pour obtenir une concession du gouvernanement ? </s>,1
les rebelles,les rebelles,question: Quelles sont les personnes assiegees dans la ville ? </s>,1
travail de master soutenu,master,question: Quel examen Clelia presentet-t-elle en 1894 ? </s>,1
vieille botte,une vieille botte,question: Dans quel objet est le portoloin pour la coupe du monde de quidditch? </s>,1
entre les deux,entre les deux,question: Ou se situe l'Acadie par rapport aux zones d'influence francaise et anglaise ? </s>,1
ajoute une information,il n'y a pas été préalablement autorisé,question: l'usager ne peut pas modifier si </s>,1
29,soit A et B,question: Combien des types de virus Coxsackie ils existent ? </s>,1
pénurie de gardiens,à cause d'une pénurie de,question: Pour quelle raison des auxiliaires feminines furent recrutees en-dehors de la SS pour travailler dans le camp de concentration du Stutthof? </s>,1
croix rouge sur fond blanc,la croix rouge sur fond blanc (celui de Milan),question: Quel fut le premier embleme de l'Inter ? </s>,1
en fournissant une image avec une plus large gamme de couleurs,quantifier l'espace de couleur,question: Pourquoi augmenter la gamme de couleur solutionne t-elle le probleme du tramage des systemes X11 par exemple ? </s>,1
50.8x24.8x60.9,un couloir exigu,question: Quelle est la description du corridor ? </s>,1
1400,c'est chaque année 1400 vies humaines,question: Combien de personne decede de SAOS chaque annee ? </s>,1
l'usage différencié,usage différencié qui en est fait,question: Quelle est l'explication qui justifie l'ecart de capacite physique entre les deux sexes selon Clelia ? </s>,1
n'est pas obligatoirement sans aucune fonction pour l,une structure vestigiale n'est pas obligatoirement sans,question: une structure vestigiale a-t-elle une fonction pour l'organisme ? </s>,1
selle,carapace en forme de selle,"question: Quelle est la forme de carapace qui, chez les tortures geantes males  du Galapagos, favorise la reproduction ? </s>",1
en décembre 2016,en décembre 2016,question: Quand le Parlement a-t-il vote le projet CDG Express ? </s>,1
8 775 kilomètres,8 775 kilomètres,question: Quelle longueur totale a le reseau de transports pakistanai ? </s>,1
Vingt-et-un,Vingt-et-un,question: Combien de voutes ont ete baties pour entreposer le vin ? </s>,1
à gauche ou au centre de l'échiquier,Forza Italia à son lancement par Silvio Berluscon,question: A quels partis europeens compare-t-on LREM ? </s>,1
les conditions,la fréquentation était devenue si importante,question: Pourquoi les decouvertes n'ont-elles pu toutes etre exploitees scientifiquement ? </s>,1
femmes,de la part du roi,question: qui offrait la dote aux filles du roi ? </s>,1
dix,dix jours,"question: Selon les contrats signe par les Grecs avec le capitaine, quel etait le nombre de jours de voyage prevu ? </s>",1
"Royaume-Uni, Hong Kong, l'Irland","le Royaume-Uni, Hong Kong, l'I",question: Quels sont les pays de droit anglais ? </s>,1
Grecs,les Grecs,question: Envers qui le Pape etait en conflit ? </s>,1
murs,élite,question: Quel groupe social est considere comme etre la cible ideal pour le ballet Parade ? </s>,1
Dominik Haek,Dominik Haek,question: Qui a plus de victoire que Brodeur? </s>,1
musique,une musique différente,question: Qu'est-ce qui differencie la deuxieme version du generique de la premiere ? </s>,1
après la révolte étudiante et la grève,12 juin 1968,question: Quand Voix ouvriere est-elle interdite ? </s>,1
si le ciel est nuageux et ne permet,si le ciel est nuageux et ne permet,question: Sous quelles conditions le mois de chaabane est considere comme ayant 30 jours ? </s>,1
marbre,en marbre,question: De quel materiau est fait la table de communion ? </s>,1
défense contre les herbivores,défense contre les herbivores,question: Quel role est attribue aux alcaloides toxiques du suc? </s>,1
"États-Unis, la Finlande, la Russie, la République","les États-Unis, la Finlande, la Russie, la République",question: Quelles sont les six meilleures equipes au classement international ? </s>,1
biologie,biologie,question: Dans quelle discipline scientifique les articles comportent plusieurs auteurs ? </s>,1
trésorerie équivalente au niveau des fonds propres de,équivalente au niveau des fonds propres de l',question: Sur quel montant porte l'aide directe a l'innovation ? </s>,1
"Belgique, le Luxembourg, l'Allemagne, la Suisse,","la Belgique, le Luxembourg, l'Allemagne, la Suisse,",question: Quels sont les pays limitrophes de la France metropolitaine? </s>,1
hibou,par hibou,question: Par quel moyen le journal est-il achemine? </s>,1
"Elle était sur place à l'heure, pas une minute",retard,question: Que dit-on d'une personne qui n'arrive pas a l'heure ? </s>,1
"sentiment d'avoir été manipulés, humiliés,",le vote séfarade,question: Qu'est-ce-qui a determine l'acces au pouvoir de Menahem begin ? </s>,1
"Daga, Angélico, Australian Suicide, Bengala",le AAA Fusión Championship et le AAA Cruiser,question: Quels titres unifient El hijo de Fantasma lors du match a elimination a dix combattants? </s>,1
limitée,action des micro-organismes responsables de la putréfaction,question: Quel est l'impact du manque d'air sur les microorganismes ? </s>,1
SSFA,la Direction de la sécurité militaire,question: Quelle administration succede au Service de securite de la Defense nationale et des forces armees ? </s>,1
Libye,en Libye,"question: En 2005, dans quel pays a-t-on fete l'Aid el-Fitr le 2 novembre ? </s>",1
Dieu,lutter contre Amara,question: pouruqoi lucifier s'est-il reconcilie avec dieu </s>,1
"entrée, d'un plat garni et",fromage,question: Quel element peut s'ajouter aux trois elements du repas gastronomique des francais ? </s>,1
les Habsbourg d'Autriche,les Habsbourg d'Autriche,question: Avec qui Louis XI entre-t-il en conflit ? </s>,1
bombes à sous-munitions,sous-munitions n'ayant pas explosé,question: Quel est le type d'arme antipersonnel implique dans les pertes collaterales post-conflit ? </s>,1
la ville de Béjaa,la ville de Béjaa (sa capitale,question: Que comprend l'Etat des zirides ? </s>,1
île Saint-Louis,Nanterre,question: A quel autre endroit proche de Lutece y a t il eu un groupement d'habitations ? </s>,1
puissances européennes,les puissances européennes coalisées,question: Qui entre en guerre contre la France en 1794 ? </s>,1
Ted Tonks,Bellatrix Lestrange et de Narciss,question: Qui sont les tantes de Nymphadora Tonks? </s>,1
Pennsylvanie,sud-est de la Pennsylvanie,question: Ou se trouve Valley Forge? </s>,1
Toutes les provinces et territoires,Toutes les provinces et territoires,question: Qui disposent d'emblemes ? </s>,1
navale et terrestre,navale et terrestre,question: A quels niveaux la France a-t-elle apporte son aide militaire ? </s>,1
lors de la fondation des villes et des colonies,la fondation des villes et des colonies,question: Quand pratique-t-on le rite de la charrue ? </s>,1
Merrily We Roll Along,la chanson Merrily We Roll Along,question: Quelle est la chanson du generique des films Looney Toones ? </s>,1
"il lui fit valoir que, bien qu'ayant des",avec une palissade et des douve,question: Comment s'organiser pour eviter la chute de Moksobo ? </s>,1
Acid Black Cherry,Acid Black Cherry,question: De quel groupe les deux personnes dont le clip raconte l'histoire sont ils dans ? </s>,1
Guillaume de Clare,"Guillaume de Clare, 1er Comte de Pembrok",question: Qui a decide l'erection de la place-forte de Kilkenny? </s>,1
rythmique,percussions,question: A quelle famille d'instruments de musique appartiennent les tambours ? </s>,1
1942,1942,question: Quand ZIS a-t-il fabrique ses premieres pieces d'artillerie ? </s>,1
la moitié,20 km,question: Quelle etait la distance quotidienne a parcourir au cours de ce periple pour les detenus? </s>,1
2000,2000,question: Quand a eu lieu la reforme des universites ? </s>,1
pensent avoir affaire à une maison d'édition,non revue par les pairs,question: Pourquoi les revues predatrices ne sont pas aussi fiables pour les chercheurs que les vraies revues ? </s>,1
refuse,refuse,question: Comment Nick repond-il a la demande de Lucifer ? </s>,1
l'Éveil,1990,question: En quelle annee son livre a-t-il ete adapte au cinema ? </s>,1
Charles Cheynet,"nombre de ses cousins, oncles ou grands-oncle","question: En plus du grand-pere, du frere et du bisaieul de Louis, qui a egalement ete consul dans la famille ? </s>",1
31,31,question: Combien d'arrets Martin Brodeur a-t-il effectue au cours de la finale ? </s>,1
Kaurava,Gandhari,question: Qui est la mere de Duryodhana ? </s>,1
théâtre du Châtelet,ballet,question: Quelle est la nature de l'oeuvre Parade ? </s>,1
Georges Cadoudal,Fleuriot,question: Qui mena le baroud d'honneur vendeen? </s>,1
21 janvier 1900,né le 21 janvier 1900,question: Date de naissance d'Anselm Franz </s>,1
plus médaillé de ces Jeux,le plus médaillé de ces Jeux,question: Comment s'est positionne Michael Phelps aux JO de 2016 ? </s>,1
Meuse,La Meuse et ses affluents,question: Quel fleuve a creuse le plateau ? </s>,1
la musique terguie,La musique terguie,question: Quel style de musique traditionnelle est caracteristique de l'extreme sud-est de l'Algerie ? </s>,1
"Michel Polac, Cavanna, Claude Pierrard, Eve","Michel Polac, Cavanna, Claude Pierrard, Eve",question: Quelles personnalites sont evincees lors d'une privatisation ? </s>,1
Abraham Berge,Abraham Berge,question: Quel est le nom du dernier homme d'Etat concerne par une procedure d'impeachment? </s>,1
derby della Madonnina,derby d'Italie,question: Comment appelle-t-on la rencontre entre la Juventus de Turin et le FC Internazionale Milano ? </s>,1
culture de la canne à sucre,canne à sucre,question: Qu'est-ce que Louis XIV developpa en Martinique ? </s>,1
boulet,un boulet,question: Qu'est-ce qui a cause la mort du Rais Hamidou ? </s>,1
son niveau de fiabilité,son niveau de fiabilité,question: L'ecurie etait satisfait du motor par rapport a quoi ? </s>,1
enclaves espagnoles sur le continent africain,"Ceuta et Melilla, ainsi que",question: Ceuta fait-elle partie de l'UE ? </s>,1
chefs de production,Les chefs de produit,question: Qui s'occupe du profit des produits ? </s>,1
dans une boîte de nuit,dans une boîte de nuit,question: Ou Roger a-t-il rencontre Andre ? </s>,1
deux à zéro,deux à zéro,question: Sur quel score Mercury de Phoenix gagne en 2010 lors des playoffs ? </s>,1
Shittim,Shittim,question: Quelle ville se trouve dans le desert ? </s>,1
Lycée Louis-le-Grand,Lycée Louis-le-Grand,question: Ou Ernest-Charles Lasegue a-t-il fait ses etudes ? </s>,1
Kountsévo et Sérébriany Bor,Kountsévo et Sérébriany,question: Quels sont les quartiers les plus recents de Moscou ? </s>,1
Jérôme Fourquet,OpinionWay,question: Qui est a l'origine du sondage sur la perception de LREM ? </s>,1
ascendance séfarade,attester d'une ascendance séfara,question: quelle preuve doit posseder un juif pour obtenir la nationalite espagnole ? </s>,1
géantes des Mascareignes,Sa tête et le diamètre du col sont plus grands,question: Quelles sont les characteristiques qui sont plus importantes chez les tortues geantes ? </s>,1
il ordonne à un tireur de l',le tuer,question: Que veut faire Drax a Bond ? </s>,1
la couverture du corps,"En 1946, Louis Réard imagina le bikini.",question: Quel-est le plus celebre des maillots de bain ? </s>,1
1990,l'aventure du CO Roubaix-Tourcoing,question: En quelle annee le CO Roubaix Tourcoing a disparu ? </s>,1
tufs jaunes palagonitiques,nord,question: Quelle est l'exposition du volcan ? </s>,1
établissement missionnaire déserté de Eshowe,la rivière Inyezane,question: Quel etait le lieu du guet-apens tendu aux forces sous le commandement de Pearson? </s>,1
vers 1015,vers 1015,question: Quand se termine la periode submycenienne? </s>,1
"les six intensités souhaitées 0 %, 20 %",des couleurs très sombres,question: Quel effet induit la manque de correction gamma ? </s>,1
encore membre du gouvernement de Manuel Valls,membre du gouvernement,question: Que fait Emmanuel Macron lorsqu'il cree le mouvement En marche ? </s>,1
"Avize, Cramant, Le Mesnil-sur-","Avize, Cramant, Le Mesnil-sur-",question: Quels sont les noms des agglomerations de la cote des Blancs ? </s>,1
permet d'éviter le massacre,éviter le massacre,question: quelle est la consequence de l'intervention de Castiel et Crowley ? </s>,1
études à long terme,les études à long terme,question: Quelles etudes sont utilisees pour calculer la dose journaliere admissible ? </s>,1
"14,2 milliards d'euros","14,2 milliards",question: Quel montant en 2003 </s>,1
feu,sur un frêle esquif exposé au feu de,question: Ou etait Arcon lors de l'assaut ? </s>,1
4e,Gundersen,question: A quelle epreuve des championnats du monde juniors de 2005 Florian Schillinger obtient il la quatrieme place ? </s>,1
la commercialisation ou la fiscalité,des pouvoirs comme la commercialisation ou la fiscalité,question: Quels sont les pouvoirs initiaux des fermes ? </s>,1
coiffeurs et maquilleurs,coiffeurs et maquilleurs,question: De quels professionnels est composee l'equipe de Britney Spears ? </s>,1
700 000,700 000 personnes,question: Combien de paysans au danemark ? </s>,1
Meredith Monk,Meredith Monk,question: Quelle autre artiste inspira l'artiste ? </s>,1
mycéliums,de celui en condition défavorable,question: De quelle plante la croissance est-elle favorisee avec le transfert de nutriments ? </s>,1
"céréales, du bétail, du bois","céréales, du bétail, du bois",question: Quels sont les produits exportes depuis l'Acadie ? </s>,1
UAZ,allemandes,question: Sur le modele de quel pays se fonde la GAZ-69 ? </s>,1
Rolf Stommelen,Joseph Siffert,question: Avec qui Hans Herrmann remporte-t-il les 12 heures de Sebring ? </s>,1
entre -8000 et -3000,entre -8000 et -3000,question: Quand se deroule la periode du grand hiatus ? </s>,1
Yu Zhengsheng,Wang Qishan,question: Qui etait le vice premier ministre du conseil des affaires de l'etat ? </s>,1
mouharram,mouharram,question: Quel est le premier mois de l'annee dans le calendrier musulman ? </s>,1
longs pédoncules inégaux,à l'extrémité de longs pé,question: Ou se trouvent les fleurs des Chelidonium majus sur la plante? </s>,1
Moscou,Moscou,question: Quelle est la ville europeenne ayant la plus grande surface? </s>,1
permet d'agir sur le maintien ou la rupture de,permet d'agir sur le maintien ou la rupture de,question: Pourquoi l'oralite est-elle consideree comme ayant une fonction divine ? </s>,1
Forum économique mondial,le Forum économique mondial,question: Qui est l'auteur du rapport intitule Global Competitiveness Report 2018 ? </s>,1
université de technologie de Tokyo,l'université de technologie de Tokyo,question: Ou Satoru Iwata a-t-il etudie l’informatique ? </s>,1
18 équipes,18,question: Combien d'equipes contient la ligue ? </s>,1
Division 2,1963,question: En quelle annee les clubs de Roubaix et Tourcoing se separent-ils ? </s>,1
janvier 2008,En janvier 2008,question: Quand les deux clubs ont-ils ete laves de tout soupcon ? </s>,1
train,sa voiture entre en collision avec un train,question: Peux-tu me raconter l'accident de Doris Day ? </s>,1
serpent,Elaphomyces,question: qui est l'hote de de cordyceps </s>,1
4 000 Zoulous,échec,question: Quelle est le bilan des operations britanniques contre les Zoulous? </s>,1
l'année suivante,1930,question: Quand Jean Chaintron rejoint-il le SRI? </s>,1
l’ombrage aux Jésuites,obéissance passive,question: Que doivent les francais au roi selon Du Bosc ? </s>,1
"3,8 millions","environ 3,8 millions d'habitants",question: Quelle est la population de Berlin ? </s>,1
il sent trop mauvais pour le laisser entrer,il sent trop mauvais,question: Pourquoi la reine ne veut-elle pas que le chevreau ne penetre au palais ? </s>,1
Lily Evans,Dudley,question: Qui est le cousin de Harry ? </s>,1
quatre,quatre,question: Combien de representants le Land de Berlin a-t-il au Bundesrat ? </s>,1
ils se soulèvent sur leurs jambes e,ils se soulèvent sur leurs jambes e,question: Que font deux tortues males lorsqu'elles veulent s'accoupler avec une femelle ? </s>,1
la première ligne de grenadiers se replia,"Aussitôt, Kléber contre-attaqua à la",question: Comment reagir les bleus au succes des blancs? </s>,1
40 000,40 000 hommes,question: Quel est le contingent de l'armee franco-espagnole ? </s>,1
Sun Yat-sen,Tchang Ka-chek,question: Qui conquiert le nord du pays face aux seigneurs de guerre ? </s>,1
2011,En 2011,question: Quand une etude a-t-elle echoue a trouver un deplacement statistique ? </s>,1
243 m,243 m,question: A quelle hauteur monte le mont Saran ? </s>,1
1589,en 1589,question: En quelle annee les affaires etrangeres sont-elles creees ? </s>,1
un prêt d’argent sans intérêts,un prêt d’argent sans intérêts,question: Qu'est-ce que le dey d'Alger accorde a la France revolutionnaire sous le Directoire ? </s>,1
menace sur une communauté,une,question: Quelle peut etre la cause des actes barbares commis par une societe ? </s>,1
hakk ichi'u,impériale,question: Quel est le regime politique du Japon ? </s>,1
Allemagne,la République fédérale d'Allemagne,question: De quel pays faisait partie Berlin-Ouest entre 1945 et 1989 ? </s>,1
"toxiques pour les bactéries, champignons,",toxiques,question: Quels effets ont les huiles de moutarde sur les insectes </s>,1
Dumbledore,Dumbledore,question: Qui Petunia supplie-t-elle de rentrer a Poudlard ? </s>,1
1986,1986,question: Quand Wole Soyinka a-t-il recu le prix Nobel ? </s>,1
Acerenza,Acerenza,question: Quelle baronnie recoit le chef normand Asclettin en 1043 ? </s>,1
43 victoires,43 victoires,question: Avec combien de victoires Brodeur a terminer la saison ? </s>,1
opérateur de métier à tisser dans une fabrique de,maître d'école,question: Quelle etait la profession du pere d'Edward Dickinson Baker a sa naissance ? </s>,1
privé,privé,question: Quel est le statut de l'Universite germanophone Gyula Andrassy de Budapest ? </s>,1
son père,son père,question: A cause de qui Emanuele se voit-il prive de sa maman ? </s>,1
"baissait de 3,9 %",UAZ a ainsi accru sa part de marché,question: Comment a evolue la part de marche d'UAZ sur le marche automobile russe en 2005 ? </s>,1
facilitent l'analyse et le contrôle du rendement,facilitent l'analyse et le contrôle du rendement,question: Quel est le role des SIM ? </s>,1
V. Martorelli,Martorelli,question: Qui importait l’UAZ ? </s>,1
maladies font plus de victimes que les combats,villes fortifiées,question: Quelles etaient les caracteristiques militaires des cibles des armees de Nicolas Ier? </s>,1
génial,professionnelle,"question: Que dit-on d'une personne qui est tres soucieuse de bien faire son travail, et le fait bien ? </s>",1
4-1,perdues 4-1,question: Quel est son score en final </s>,1
1-1,1-1,question: Quel a ete le resultat en demi-finale ? </s>,1
papillons ou la mante religieuse,"coléoptères, libellules, c",question: Pouvez-vous me donner des examples d'especes animales menaces vivant dans la cote des blancs ? </s>,1
"le temps (de la recherche), l’énergie (dépens","temps (de la recherche), l’énergie (dépensée",question: quels sont les facteurs pertinents </s>,1
Darling,Darling,question: Quel est le nom de famille des personnages de Peter pan Wendy et ses freres? </s>,1
"tribunes proches du terrain, forte inclinaison des","des tribunes proches du terrain, une forte inclinaison",question: Qu'est-ce qui rend ce stade atypique? </s>,1
drapeau,à cheval,question: Quel moyen de transport est employe par la narratrice a la tombe de la nuit? </s>,1
Dévonien moyen,Eifelien inférieur,question: A quelle periode l'afleurement a-t-il commence a se former ? </s>,1
la conception causale de la signification d'après laquelle,la conception causale de la signification,question: A quoi se confronte la theorie classique? </s>,1
ruisseau d’Angoulême,Angoulême,question: Quel ruisseau ne court pas par les Ulis ? </s>,1
septième,d'un seul point,question: De combien de points le FC Internazionale Milano devance la Juventus en fin de saison ? </s>,1
aéronautique européen,formation continue,question: Quel est le type de formation propose par l'ENAC ? </s>,1
Béséléel,Béséléel,question: Qui a sculpte l’arche d’alliance ? </s>,1
Hangzhou,Wuhan,question: Dans quelle ville chinois est situee l'universite de Wuhan ? </s>,1
Chicagoland,Los Angeles,question: Quelle est la plus gande aire urbaine des etats unis </s>,1
les années 1100,les années 1100,"question: A quelle date a ete cree le terme ""hongre""? </s>",1
l'avant-garde vendéenne,les blancs,question: Quel etait le surnom des insurges vendeens? </s>,1
RC Roubaix,le club est contraint d'abandonner le,question: En quelle annee le club de Roubaix Tourcoing perd il le statut professionel? </s>,1
Guerra,Myzteziz,question: Qui est le coequipier de Fenix lors de la guerre des titans? </s>,1
bruyamment,bruyamment,question: A quel volume beuglent les tortues geantes males du Galapagos lors de la reproduction  ? </s>,1
Portugais,Portugais,question: qui les a apportees </s>,1
5 000,On estime que 5 000 Noirs combattirent aux côté,question: Combien d'Afro-americains firent partie du camp des insurges lors de la guerre d'independance des Etats-Unis ? </s>,1
rhume,faire fumer les oreilles,question: Quels sont les consequences indesirables de la Pimentine? </s>,1
le 18 novembre 1994,le 18 novembre 1994,"question: Quand est mort Anselm Franz, ingenieur autrichien </s>",1
l'entrepreneur,l'entrepreneur,question: A qui s'adresse principalement l'aide directe a l'innovation ? </s>,1
XIIe siècle,au XIIe siècle,question: L'inconnue a une seule lettre a ete reprise a quelle periode ? </s>,1
garants scientifiques de la ligne éditoriale de la revue,garants scientifiques de la ligne éditoriale,question: Quel est le role du comite editorial ? </s>,1
Thalande,le Japon,question: Quelle puissance asiatique vint arbitrer le conflit entre Bangkok et Paris? </s>,1
conduire les poids lourds,il a appris à conduire les poids lourds,question: Quelle competence a acquise Pierre-Alain Helias pendant la guerre ? </s>,1
ex-officiers de l'armée britannique,ex-officiers de l'armée britannique,question: Qui assurait l'entrainement de l'armee ? </s>,1
moralité et de conscience,moralité et de conscience,question: quelles sont les exigences attendues pour ce systeme politique ? </s>,1
