prediction,goldlabel,questions,passages_len
"Ceuta et Melilla, ainsi que","Ceuta et Melilla, ainsi que",question: Ceuta fait-elle partie de l'UE ? </s>,1
Les chefs de produit,Les chefs de produit,question: Qui s'occupe du profit des produits ? </s>,1
dans une boîte de nuit,dans une boîte de nuit,question: Ou Roger a-t-il rencontre Andre ? </s>,1
deux à zéro,deux à zéro,question: Sur quel score Mercury de Phoenix gagne en 2010 lors des playoffs ? </s>,1
Shittim,Shittim,question: Quelle ville se trouve dans le desert ? </s>,1
Lycée Louis-le-Grand,Lycée Louis-le-Grand,question: Ou Ernest-Charles Lasegue a-t-il fait ses etudes ? </s>,1
Kountsévo et Sérébriany,Kountsévo et Sérébriany,question: Quels sont les quartiers les plus recents de Moscou ? </s>,1
Jérôme Fourquet,OpinionWay,question: Qui est a l'origine du sondage sur la perception de LREM ? </s>,1
attester d'une ascendance séfara,attester d'une ascendance séfara,question: quelle preuve doit posseder un juif pour obtenir la nationalite espagnole ? </s>,1
Sa tête et le diamètre du col sont plus grands,Sa tête et le diamètre du col sont plus grands,question: Quelles sont les characteristiques qui sont plus importantes chez les tortues geantes ? </s>,1
tireur,le tuer,question: Que veut faire Drax a Bond ? </s>,2
"En 1946, Louis Réard imagina le bikini","En 1946, Louis Réard imagina le bikini.",question: Quel-est le plus celebre des maillots de bain ? </s>,1
en 1970,l'aventure du CO Roubaix-Tourcoing,question: En quelle annee le CO Roubaix Tourcoing a disparu ? </s>,1
la cheminée d'alimentation verticale,nord,question: Quelle est l'exposition du volcan ? </s>,2
la rivière Tugela,la rivière Inyezane,question: Quel etait le lieu du guet-apens tendu aux forces sous le commandement de Pearson? </s>,1
vers 1015,vers 1015,question: Quand se termine la periode submycenienne? </s>,2
des couleurs très sombres,des couleurs très sombres,question: Quel effet induit la manque de correction gamma ? </s>,1
membre du gouvernement,membre du gouvernement,question: Que fait Emmanuel Macron lorsqu'il cree le mouvement En marche ? </s>,1
"Avize, Cramant, Le Mesnil-sur-","Avize, Cramant, Le Mesnil-sur-",question: Quels sont les noms des agglomerations de la cote des Blancs ? </s>,1
éviter le massacre,éviter le massacre,question: quelle est la consequence de l'intervention de Castiel et Crowley ? </s>,1
les études à long terme,les études à long terme,question: Quelles etudes sont utilisees pour calculer la dose journaliere admissible ? </s>,1
"14,2 milliards","14,2 milliards",question: Quel montant en 2003 </s>,1
sur un frêle esquif exposé au feu de,sur un frêle esquif exposé au feu de,question: Ou etait Arcon lors de l'assaut ? </s>,1
4e du Gundersen,Gundersen,question: A quelle epreuve des championnats du monde juniors de 2005 Florian Schillinger obtient il la quatrieme place ? </s>,2
des pouvoirs comme la commercialisation ou la fiscalité,des pouvoirs comme la commercialisation ou la fiscalité,question: Quels sont les pouvoirs initiaux des fermes ? </s>,1
coiffeurs et maquilleurs,coiffeurs et maquilleurs,question: De quels professionnels est composee l'equipe de Britney Spears ? </s>,1
700 000 personnes,700 000 personnes,question: Combien de paysans au danemark ? </s>,1
Meredith Monk,Meredith Monk,question: Quelle autre artiste inspira l'artiste ? </s>,1
de celui en condition défavorable,de celui en condition défavorable,question: De quelle plante la croissance est-elle favorisee avec le transfert de nutriments ? </s>,1
"céréales, du bétail, du bois","céréales, du bétail, du bois",question: Quels sont les produits exportes depuis l'Acadie ? </s>,1
allemandes,allemandes,question: Sur le modele de quel pays se fonde la GAZ-69 ? </s>,1
Joseph Siffert,Joseph Siffert,question: Avec qui Hans Herrmann remporte-t-il les 12 heures de Sebring ? </s>,2
entre -8000 et -3000,entre -8000 et -3000,question: Quand se deroule la periode du grand hiatus ? </s>,2
Wang Qishan,Wang Qishan,question: Qui etait le vice premier ministre du conseil des affaires de l'etat ? </s>,1
mouharram,mouharram,question: Quel est le premier mois de l'annee dans le calendrier musulman ? </s>,2
à l'extrémité de longs pé,à l'extrémité de longs pé,question: Ou se trouvent les fleurs des Chelidonium majus sur la plante? </s>,1
Moscou,Moscou,question: Quelle est la ville europeenne ayant la plus grande surface? </s>,1
permet d'agir sur le maintien ou la rupture de,permet d'agir sur le maintien ou la rupture de,question: Pourquoi l'oralite est-elle consideree comme ayant une fonction divine ? </s>,2
le Forum économique mondial,le Forum économique mondial,question: Qui est l'auteur du rapport intitule Global Competitiveness Report 2018 ? </s>,1
à l'université de technologie de Tokyo,l'université de technologie de Tokyo,question: Ou Satoru Iwata a-t-il etudie l’informatique ? </s>,1
18,18,question: Combien d'equipes contient la ligue ? </s>,2
1963,1963,question: En quelle annee les clubs de Roubaix et Tourcoing se separent-ils ? </s>,2
En janvier 2008,En janvier 2008,question: Quand les deux clubs ont-ils ete laves de tout soupcon ? </s>,1
sa voiture entre en collision avec un train,sa voiture entre en collision avec un train,question: Peux-tu me raconter l'accident de Doris Day ? </s>,1
Elaphomyces,Elaphomyces,question: qui est l'hote de de cordyceps </s>,2
un échec,échec,question: Quelle est le bilan des operations britanniques contre les Zoulous? </s>,1
1930,1930,question: Quand Jean Chaintron rejoint-il le SRI? </s>,2
obéissance passive,obéissance passive,question: Que doivent les francais au roi selon Du Bosc ? </s>,1
"3,8 millions","environ 3,8 millions d'habitants",question: Quelle est la population de Berlin ? </s>,1
il sent trop mauvais,il sent trop mauvais,question: Pourquoi la reine ne veut-elle pas que le chevreau ne penetre au palais ? </s>,1
Lily Evans,Dudley,question: Qui est le cousin de Harry ? </s>,2
quatre,quatre,question: Combien de representants le Land de Berlin a-t-il au Bundesrat ? </s>,2
ils se soulèvent sur leurs jambes e,ils se soulèvent sur leurs jambes e,question: Que font deux tortues males lorsqu'elles veulent s'accoupler avec une femelle ? </s>,1
les Vendéens et les Chouans lan,"Aussitôt, Kléber contre-attaqua à la",question: Comment reagir les bleus au succes des blancs? </s>,1
40 000 hommes,40 000 hommes,question: Quel est le contingent de l'armee franco-espagnole ? </s>,1
Tchang Ka-chek,Tchang Ka-chek,question: Qui conquiert le nord du pays face aux seigneurs de guerre ? </s>,1
2011,En 2011,question: Quand une etude a-t-elle echoue a trouver un deplacement statistique ? </s>,1
243 m,243 m,question: A quelle hauteur monte le mont Saran ? </s>,1
en 1589,en 1589,question: En quelle annee les affaires etrangeres sont-elles creees ? </s>,1
un prêt d’argent sans intérêts,un prêt d’argent sans intérêts,question: Qu'est-ce que le dey d'Alger accorde a la France revolutionnaire sous le Directoire ? </s>,1
Michelet,une,question: Quelle peut etre la cause des actes barbares commis par une societe ? </s>,2
impériale,impériale,question: Quel est le regime politique du Japon ? </s>,1
République fédérale d'Allemagne,la République fédérale d'Allemagne,question: De quel pays faisait partie Berlin-Ouest entre 1945 et 1989 ? </s>,1
toxiques,toxiques,question: Quels effets ont les huiles de moutarde sur les insectes </s>,2
Dumbledore,Dumbledore,question: Qui Petunia supplie-t-elle de rentrer a Poudlard ? </s>,2
1986,1986,question: Quand Wole Soyinka a-t-il recu le prix Nobel ? </s>,2
Acerenza,Acerenza,question: Quelle baronnie recoit le chef normand Asclettin en 1043 ? </s>,2
43 victoires,43 victoires,question: Avec combien de victoires Brodeur a terminer la saison ? </s>,2
maître d'école,maître d'école,question: Quelle etait la profession du pere d'Edward Dickinson Baker a sa naissance ? </s>,1
privé,privé,question: Quel est le statut de l'Universite germanophone Gyula Andrassy de Budapest ? </s>,1
son père,son père,question: A cause de qui Emanuele se voit-il prive de sa maman ? </s>,1
UAZ a ainsi accru sa part de marché,UAZ a ainsi accru sa part de marché,question: Comment a evolue la part de marche d'UAZ sur le marche automobile russe en 2005 ? </s>,1
facilitent l'analyse et le contrôle du rendement,facilitent l'analyse et le contrôle du rendement,question: Quel est le role des SIM ? </s>,1
Martorelli,Martorelli,question: Qui importait l’UAZ ? </s>,2
"Choumen, Varna et Silistra",villes fortifiées,question: Quelles etaient les caracteristiques militaires des cibles des armees de Nicolas Ier? </s>,1
excité,professionnelle,"question: Que dit-on d'une personne qui est tres soucieuse de bien faire son travail, et le fait bien ? </s>",1
perdues 4-1,perdues 4-1,question: Quel est son score en final </s>,1
1-1,1-1,question: Quel a ete le resultat en demi-finale ? </s>,2
"coléoptères, libellules, c","coléoptères, libellules, c",question: Pouvez-vous me donner des examples d'especes animales menaces vivant dans la cote des blancs ? </s>,1
"le temps (de la recherche), l’énergie (dépens","temps (de la recherche), l’énergie (dépensée",question: quels sont les facteurs pertinents </s>,1
Darling,Darling,question: Quel est le nom de famille des personnages de Peter pan Wendy et ses freres? </s>,2
"des tribunes proches du terrain, une forte inclinaison","des tribunes proches du terrain, une forte inclinaison",question: Qu'est-ce qui rend ce stade atypique? </s>,1
à cheval,à cheval,question: Quel moyen de transport est employe par la narratrice a la tombe de la nuit? </s>,1
Eifelien inférieur,Eifelien inférieur,question: A quelle periode l'afleurement a-t-il commence a se former ? </s>,1
la conception causale de la signification,la conception causale de la signification,question: A quoi se confronte la theorie classique? </s>,1
Angoulême,Angoulême,question: Quel ruisseau ne court pas par les Ulis ? </s>,1
un seul point,d'un seul point,question: De combien de points le FC Internazionale Milano devance la Juventus en fin de saison ? </s>,2
formation continue,formation continue,question: Quel est le type de formation propose par l'ENAC ? </s>,2
Béséléel,Béséléel,question: Qui a sculpte l’arche d’alliance ? </s>,1
Wuhan,Wuhan,question: Dans quelle ville chinois est situee l'universite de Wuhan ? </s>,2
la région du Midwest,Los Angeles,question: Quelle est la plus gande aire urbaine des etats unis </s>,2
les années 1100,les années 1100,"question: A quelle date a ete cree le terme ""hongre""? </s>",1
les blancs,les blancs,question: Quel etait le surnom des insurges vendeens? </s>,1
1963,le club est contraint d'abandonner le,question: En quelle annee le club de Roubaix Tourcoing perd il le statut professionel? </s>,2
Myzteziz,Myzteziz,question: Qui est le coequipier de Fenix lors de la guerre des titans? </s>,2
bruyamment,bruyamment,question: A quel volume beuglent les tortues geantes males du Galapagos lors de la reproduction  ? </s>,1
Portugais,Portugais,question: qui les a apportees </s>,1
On estime que 5 000 Noirs,On estime que 5 000 Noirs combattirent aux côté,question: Combien d'Afro-americains firent partie du camp des insurges lors de la guerre d'independance des Etats-Unis ? </s>,1
faire fumer les oreilles,faire fumer les oreilles,question: Quels sont les consequences indesirables de la Pimentine? </s>,2
18 novembre 1994,le 18 novembre 1994,"question: Quand est mort Anselm Franz, ingenieur autrichien </s>",1
l'entreprise,l'entrepreneur,question: A qui s'adresse principalement l'aide directe a l'innovation ? </s>,2
au XIIe siècle,au XIIe siècle,question: L'inconnue a une seule lettre a ete reprise a quelle periode ? </s>,1
garants scientifiques de la ligne éditoriale,garants scientifiques de la ligne éditoriale,question: Quel est le role du comite editorial ? </s>,1
le Japon,le Japon,question: Quelle puissance asiatique vint arbitrer le conflit entre Bangkok et Paris? </s>,2
il a appris à conduire les poids lourds,il a appris à conduire les poids lourds,question: Quelle competence a acquise Pierre-Alain Helias pendant la guerre ? </s>,1
ex-officiers de l'armée britannique,ex-officiers de l'armée britannique,question: Qui assurait l'entrainement de l'armee ? </s>,1
moralité et de conscience,moralité et de conscience,question: quelles sont les exigences attendues pour ce systeme politique ? </s>,1
le CNO est suspendu,le CNO est suspendu,question: Pourquoi l'equipe du Koweit est une equipe independante ? </s>,2
propriétés statiques caractéristiques,propriétés statiques caractéristiques,question: Quelle particularite ont les bruits ? </s>,1
Coupe intercontinentale,la Coupe intercontinentale,question: Quel tournoi a l'Inter gagne ? </s>,1
nectar des fleurs,nectar des fleurs,question: quelle est la nourriture des abeilles </s>,2
trois,trois,question: Combien y a-t-il de langues officielles au Nunavut ? </s>,2
XIIe siècle av. J.-C,XIIe siècle av. J.-C,"question: Quelle periode est appelee ""siecles obscurs"" pour la Grece? </s>",1
Mosher breathing exercise,Mosher breathing exercise,question: Quel nom porte cette pratique ? </s>,1
200 à 300 cavaliers,200 à 300 cavaliers,question: Combien d'insurges le suivirent dans cette ultime contre-offensive? </s>,1
Alberto Azzo II,d'Este,question: Qui cree la Maison d’Este ? </s>,2
la Juventus,la Juventus,question: De quel club venaient Patrick Viera et Zlatan Ibrahimovic lorsqu'ils ont rejoint le FC Internazionale Milano ? </s>,2
les faire tuer pour lui,les faire tuer pour lui,question: que recherche Lucifer de ses fans ? </s>,1
la modification de la loi sur la fraude fiscale,la modification de la loi sur la fraude fiscale,"question: Quel fait a permis, retroactivement, aux deux clubs d'eviter une sanction penale ? </s>",1
Louis Hercule Timoléon de Cossé-Brissac,La foule,question: Qui a tue les 44 prisonniers ? </s>,1
un éprouvant examen catéchétique,examen,question: Que doit subir Jakob Bohme avant d’obtenir les derniers sacrements ? </s>,1
elle publia ses résultats dans les Annales de l',elle publia ses résultats dans les Annales de l',question: Ou peuvent se lire la publication des resultats de Leavitt ? </s>,1
Madame de Villette,Madame de Villette,question: Qui etait la tante de Francoise ? </s>,1
faculté des lettres,La faculté des lettres,question: Quelle faculte a ete creee en 1846 ? </s>,1
Professeur à l'université Columbia,Professeur à l'université Columbia,question: Ou Oliver Sacks a-t-il ete professeur ? </s>,1
"maximisent leur profitabilité, en choisissant les plus grosse","maximisent leur profitabilité, en choisissant les plus grosse",question: Quelle est la strategie animale pour se nourir ? </s>,1
Le 25 janvier 2002,Le 25 janvier 2002,question: Quand Florian Schillinger obtient il le titre de champion du monde junior ? </s>,1
des tribus kabyles,des tribus kabyles,question: Avec l'aide de qui les freres Barberousse repoussent ils les Espagnols ? </s>,1
"très lifté, se révèle redoutable (49,7","très lifté, se révèle redoutable (49,7",question: Comment est le second service de Maria Kirilenko? </s>,1
l'exemption fiscale et de l',l'exemption fiscale et de l',question: Quelles etaient les privileges du clerge ? </s>,1
Evert Gysberths,Evert Gysberths,question: Quel erudit ajoute une mention sur la carte ? </s>,1
anthropologie,anthropologie,question: De quoi l'evolutionnisme est considere une sous-discipline ? </s>,2
quatre,quatre,question: Combien de mouvements compte la Symphonie n°9 de Mahler ? </s>,2
Dr Arnim Zola récupèrent avec succès de l,le Dr Arnim Zola récupèrent avec succès de,"question: Pour quelle raison, Schmidt veut tuer Zola ? </s>",1
excité,excité,question: Quel etat traduit une stimulation du desir et des processus psychiques ? </s>,1
le lancement d'un prêt-à-porter,le lancement d'un prêt-à-porter,question: Quel fut le concept qui changea l'industrie de la couture apres 1965? </s>,1
terre,terre,question: en quel materiau etait fabrique le mridang? </s>,2
colonies,colonies,question: Quel statut juridique ont les Caraibes en 1776 ? </s>,2
40 gigawatts,40 gigawatts,question: Quelle est la production d'electricite de l'Afrique du Sud ? </s>,1
1,1,question: Combien de bus Perpignan inscrit-il face au CORT ? </s>,2
le corps humain et ses mouvements,le corps humain et ses mouvements,question: Quel est l'objet d'etude de Bruce Nauman ? </s>,2
Au cours du Xe siècle,Xe siècle,question: Quelle epoque fut marquee par l'emancipation des princes vis a vis du pouvoir royal? </s>,1
Pierre de Rigaud de Vaudreuil de Cava,Jeffery Amherst,question: Qui impose ses conditions a la France lors de la capitulation de Montreal ? </s>,2
Michel Cadot,Michel Cadot,question: Comment s'appelle le prefet de region ? </s>,2
vertus protectrices,vertus protectrices,question: A quoi fait reference la decoration de la production artisanale ? </s>,1
grise,grise,question: Quel la couleur de peau de rhinoceros ? </s>,2
multiple,divers,question: Quel est le contraire d'unique ? </s>,2
attaquants,attaquants,question: En quelle position jouait Peiro ? </s>,1
"chrétiens, protestantisme, orthodoxie","chrétiens, protestantisme, orthodoxie",question: Quelles religions sont presentes dans la ville ? </s>,1
République,République,question: Quelle est la forme institutionnelle de l'Afrique du Sud ? </s>,1
221,221,question: Quand debute l’ere imperiale chinoise ? </s>,2
Gossip Girl,Gossip Girl,question: Quel est le nom du premier album de Rainbow ? </s>,2
époque soviétique,époque soviétique,question: A quelle periode la ville connait des changements architecturaux majeurs ? </s>,1
bilingue,bilingue,question: Quelle est la langue utilisee pour la signalisation routiere au Canada ? </s>,2
Des vitraux en losange,Des vitraux en losange,question: Par quoi les vitres sont-elles remplacees ? </s>,1
1026,1026,question: Vers quelle annee Albertazzo herite-t-il de son pere ? </s>,1
4 000 titres,4 000 titres,question: Combien de revues contient la litterature coeur ? </s>,2
situation de cohabitation,situation de cohabitation,question: Quelle etait la situation politique a ce moment la ? </s>,1
université impériale,université impériale,question: A quelle organisme est rattachee l'ecole de droit a partir de 1808 ? </s>,1
lvares et Dias,lvares et Dias,question: Qui a calcule la position de l'ile en longitude ? </s>,1
ses membres,ses membres,question: Qui detient le capital social des cabinets de solliciteurs ? </s>,2
le golf,le golf,question: Quel sport se joue avec un club ? </s>,2
12 square Grimmaurd,"12, square Grimmaurd",question: Ou est loge l'ordre du phenix a Londres? </s>,2
directorial,système présidentiel et un système parlementaire,question: Comment est organise le gouvernement suisse ? </s>,1
Daniel Perry,Daniel Perry,question: Qui est l’architecte ? </s>,1
la Calabre,la Calabre,question: Dans quelle region Guillaume et Guaimar lancent-ils leur conquete en 1044 ? </s>,2
Paris-Notre-Dame,Paris-Notre-Dame,question: quel est le point zero de toutes les routes de France ? </s>,2
des relations causales qu'un individu entretient avec,des relations causales qu'un individu entretient avec,question: De quoi depend la comprehension des concepts ? </s>,1
douze buts,douze buts,question: Combien de buts a marque Giuseppe Meazza lors de sa premiere saison avec le FC Internazionale Milano ? </s>,2
"9,7 % d'audience cumulée",elle se classe quatrième radio de France,"question: En debut d'annee 2005, France Info est classe a quelle position dans le top 10 des radios francaise ? </s>",1
Bathurst,Bathurst,question: Ou est batie la premiere usine moderne? </s>,1
au plus haut niveau,au plus haut niveau,question: Ou l'equipe n'arrive pas a se maintenir ? </s>,2
les soldats britanniques,les soldats britanniques,question: Qui lance l'attaque qui mene a la bataille de Fort Beausejour ? </s>,2
Les provinces,Les provinces,question: Qui gerent les programmes sociaux ? </s>,1
dislocation de l'URSS,dislocation de l'URSS,question: Quel evenement a rendu la Transnistrie independante par defaut ? </s>,2
au coin de la Cinquième Avenue et de la 29,au coin de la Cinquième Avenue et de la 29,question: Ou est situe le petit cimetiere de l’eglise ? </s>,1
les paysans dépossédés de leurs terres,les paysans dépossédés de leurs terres,question: Pourquoi les paysans ne sont-ils pas satisfaits ? </s>,1
"Notre grand ennemi, en Afrique, c’est","« Notre grand ennemi, en Afrique, c’","question: D'apres le docteur Schweitzer, quel est le grand ennemi en Afrique ? </s>",1
Chine,Chine,question: Ou a ete utilise le premier haut fourneau ? </s>,2
1848,1848,question: Quelle est l’annee de la conquete du Constantinois ? </s>,2
15 juin 1930,15 juin 1930,question: Quand a eu lieu la 15e journee de la phase retour ? </s>,1
"aurait parlé, en termes peu mesuré","aurait parlé, en termes peu mesuré",question: De quoi est accuse Du Bosc par les jesuites ? </s>,1
elle-même responsable d'une hypertension artérielle,la pression partielle en oxygène dans le sang,question: Pourquoi l'apnee du sommeil provoque  une hypoxemie chronique </s>,1
officier du génie,officier du génie,question: Quel etait la profession de Le Michaud d'Arcon ? </s>,1
Dans Harry Potter et l'Ordre du,Dans Harry Potter et l'Ordre du,question: Dans quel livre Hermione enchante de faux gallions ? </s>,1
"l'article I, section 6 de la constitution des États-","l'article I, section 6 de la constitution des États-",question: Qu'est-ce qui empeche un officier des Etats-Unis de servir au congres ? </s>,1
s'il apparaissait que la construction de ce train,s'il apparaissait que la construction de ce train,question: A quelles conditions peut on envisager que la mise en service du CDG Express soit repoussee apres 2024 selon Michel Cadot ? </s>,1
voix rauque et des textes inspirés par,voix rauque et des textes inspirés par,question: Quelles sont les caracteristiques du rap de Medine ? </s>,1
1992,1992,question: Quelle annee a ete editee la loi sur la propriete des eglises? </s>,2
Adriano,Adriano,question: Qui est le leader de l'equipe a l'epoque ? </s>,1
Pierre de Rigaud de Vaudreuil,Pierre de Rigaud de Vaudreuil de Cava,question: Qui a le titre de marquis de Vaudreuil ? </s>,2
1996,en 1996,question: En quelle annee les deux boites de production ont-elles fusionnees ? </s>,1
le grand prix d'été de l'Alpen Cup,le grand prix d'été de l'Alpen Cup,question: Quel prix obtient Florian Schillinger suite a sa deuxieme victoire a Hinterzarten ? </s>,1
les noms d'arbres et de mamm,les noms d'arbres et de mamm,question: Sur quoi  ont par exemple porte les differents sur l'indo-europeen ? </s>,1
vice-ministre du Ministère du Commerce,vice-ministre du Ministère du Commerce,question: Qui est Gao Hucheng ? </s>,1
baie de Fundy,baie de Fundy,question: Quel autre nom est donne a la baie francaise ? </s>,1
la dose létale médiane,la dose létale médiane,question: Qu'est-ce qui n'existe pas pour les OGM ? </s>,1
la prise de la vallée de l'Ohio,la prise de la vallée de l'Ohio,question: Qu'est-ce qui est en jeu lors de la bataille du Lac George ? </s>,1
Sciences Po,Sciences Po,question: Quel est le surnom des IEP </s>,2
Ten,Ten,question: Combien de catcheurs Fenix a-t-il combattu lors de l'evenement Triplemania XXII? </s>,2
sept ans,sept ans,question: Quelle est la duree du conflit entre la Nouvelle-France et la Nouvelle-Angleterre ? </s>,1
"particulièrement robuste, modulaire et redondante","doit d'être particulièrement robuste, modulaire e",question: Comment doit etre la construction? </s>,1
Antoine Lasègue,Antoine Lasègue,question: Qui etait le pere d’Ernest-Charles Lasegue ? </s>,1
l’armée écossaise,l’armée écossaise,question: qui a gagne la bataille de Bannockburn ? </s>,1
en partie à cause du statut de Coco Chanel et,en partie à cause du statut de Coco Chanel et,question: Qu'est ce qui est a l'origine d'une peau pigmentee par le soleil comme attribut de mode ? </s>,1
à la limite orientale de Jéricho,à la limite orientale de Jéricho,question: Ou se situe Guilgal ? </s>,1
souvent,souvent,question: A quelle frequence organisait-elle des reunions ? </s>,2
l'accès au gibier et à la,l'accès au gibier et à la,question: Qu’ameliore l’usage d’aboiteaux ? </s>,1
fossiles affleurants,des fossiles affleurants,question: Qu'est ce qui pourrait facilement etre etudie ? </s>,1
mariage religieux restant hétérosexuel,mariage religieux restant hétérosexuel,question: le mariage religieux est il ouvert aux couples homosexuels ? </s>,1
six,six,question: Combien d'IEP proposent un concours commun ? </s>,2
onze mois et demi,onze mois et demi,question: Combien de temps le Treblinka a-t-il ete en activite ? </s>,2
la LNH,la LNH,question: Qui est l'organisateur de la Coupe du monde ? </s>,1
indicateur d'azote vivant en situation de dem,indicateur d'azote vivant en situation de dem,question: Quel est l'interet en matiere de marqueur biologique de la presence de la plante? </s>,1
un manque à gagner fiscal important,un manque à gagner fiscal important,question: Quelle est la consequence du poids de l'economie informelle en Afrique ? </s>,1
les Berlinois et les Berlinoises,les Berlinois et les Berlinoises,question: Quelle est la denomination pour les habitants et les habitantes de Berlin ? </s>,2
les conservateurs,les conservateurs,question: Quel est le groupe politique oppose aux progressistes ? </s>,2
de feuilles et de jeunes pousses d'arbre,de feuilles et de jeunes pousses d'arbre,question: Que mange le rhinoceros noir ? </s>,2
le Petit Palais,le Petit Palais,question: Sur quel site francais sterling Clark avait-il un projet  ? </s>,2
Québec,Québec,question: Au Canada ou vivent majoritairement ceux dont la premiere langue est le francais ? </s>,1
la Roma,la Roma,question: Quelle equipe detenait le record du nombre de victoire d'affilee en Serie A avant que le FC Internazionale Milano ne batte le record en 2006-2007 ? </s>,2
Rome,Rome,"question: En 2016, quelle est la capitale de l'Italie? </s>",2
20 février 1987,20 février 1987,question: quand James Marange est-il mort ? </s>,1
Sully ne rétablit la situation qu’au moyen,Sully ne rétablit la situation qu’au moyen,question: Que fait Sully face a la faillite des finances publiques? </s>,1
Piotr Skarga,Piotr Skarga,question: Quel est le nom et prenom du premier recteur </s>,1
"les règles, la force physique des femmes et la sexual","les règles, la force physique des femmes et la sexual",question: De quels themes l'auteure tire-t-elle sa renommee ? </s>,1
Mexico,Mexico,question: Dans quelle ville se situe la basilique? </s>,1
un pacha-beylerbey,la province (IYI) gouvernée par un pacha-,question: Qui dirige les regions de l'empire ottoman ? </s>,1
Theatro de madrigali a cinque,Theatro de madrigali a cinque,question: A quelle date a ete publiee la production redigee collegialement ? </s>,1
David Korner,David Korner,question: qui est a l'origine de Lutte ouvriere ? </s>,2
les troupes allemandes,les troupes allemandes,question: qui envahit l'Union sovietique ? </s>,2
la toxicité à forte dose et à faible durée,la toxicité à forte dose et à faible durée,question: Quel est le premier element mesurer avant l'autorisation d'une substance ? </s>,1
travailleurs forcés,les industries de production d'armements,question: Pour quel secteur d'activite de l'economie allemande les detenus des camps de concentration furent-ils cruciaux? </s>,1
"Au début des années 1900, les femmes n'étaient pas autorisé","Au début des années 1900, les femmes n'étaient pas autorisé",question: Est-ce que les femmes avaient le droit d'utiliser des telescopes dans les annees 1900 ? </s>,1
George Augustus Eliott,George Augustus Eliott,question: Qui commande la defense du fort ? </s>,1
Italie,Italie,question: Quel est le pays d'origine du parti Forza Italia ? </s>,2
ununennium,ununennium,question: Quel est le nom de l’element 119 du tableau periodique ? </s>,2
Plusieurs rois parviennent à réunir l'ensemble,ce partage ne fait pas disparaître l'idée,question: La multiplicite des heritiers divise-t-elle le pays en plusieurs nouveaux royaumes? </s>,1
la réduction de la limite inférieure de négociation continue et,la réduction de la limite inférieure de négociation continue et,question: Quelles dispositions ont ete prises pour attirer les preteurs du secteur prive ? </s>,1
bataille de Kurukshetra,la bataille de Kurukshetra,question: A quoi mene les revendications au trone des Pandava et Kaurava ? </s>,2
de plaques de trois épaisseurs de chêne,de plaques de trois épaisseurs de chêne,question: Comment est constitue le blindage des prames ? </s>,1
deux,à deux reprises,question: Combien de fois le FC Internazionale Milano remporte-t-il la Coupe d'Italie durant cette periode ? </s>,1
337 000,337 000,question: Combien de juifs du district de Random ont ete assassines ? </s>,1
Vito Acconci et Eva Hesse,Vito Acconci et Eva Hesse,question: Quels artiste adoptent une vision similaire de leurs oeuvres ? </s>,1
Samuel Adam Warner,Samuel Adam Warner,question: Qui est l’architecte ? </s>,1
"Afrique est traversée, presque en son milieu, par","Afrique est traversée, presque en son milieu, par",question: par ou passe l'equateur </s>,1
supports organiques,des moules en cire ou en fibre de verre,question: Quels materiaux l'artiste utilise-t-il ? </s>,1
Albertazzo,Albertazzo,question: Qui a des descendants allemands ? </s>,1
alliances locales aux autres partis de gauche,alliances locales aux autres partis de gauche,question: Quelle est la proposition de LO aux elections locales de 2008 ? </s>,1
anneau,"les filaments mycéliens divergent, se ramif",question: Comment un mycelium se developpe t-il ? </s>,1
747 Canadiens prirent les armes pour,747 Canadiens prirent les armes pour,"question: Les francais ont-il aides les insurges avant les canadiens lors de la guerre d""'independance des Etats-Unis ? </s>",1
le consistoire de Charenton,le consistoire de Charenton,question: Quelle organisation souhaite que Du Bosc monte a Paris ? </s>,1
la France a acquis une place prépondérante dans la,la France a acquis une place prépondérante dans la,question: Quelle fut la consequence de cette decision politique du Roi Soleil? </s>,1
Denis Brodeur,Denis Brodeur,question: qui a ete medaille aux JO ? </s>,1
famille royale,parente,question: La princesse etait elle de la meme famille que Marie Antoinette ? </s>,2
le traité de Lalla Maghnia,le traité de Lalla Maghnia,question: Quel traite dessine les limites entre Maroc et Algerie ? </s>,1
commerce et aux communications,commerce et aux communications,question: Que fait t'on dans les rocades circulaires ? </s>,1
le Maharishi,le Maharishi,question: Qui a drague Mia Farrow ? </s>,2
rite séfarade,séfarade,question: Rene-Samuel Sirat faisait partie de quelle communaute ? </s>,1
Le 3 septembre 1041,Le 3 septembre 1041,"question: Quand les Normands capturent-ils le nouveau catepen byzantin, Exaugustus Boioannes ? </s>",1
Ella Fitzgerald,Ella Fitzgerald,question: Quel artiste inspira particulierement Doris Day? </s>,2
il fait la connaissance d'un cycliste nommé Masséra,il fait la connaissance d'un cycliste nommé Masséra,question: Comment decouvre t il le velo ? </s>,1
vision religieuse du monde,vision religieuse du monde,question: Dans quel univers se positionnent les traditions africaines ? </s>,1
guerre de Livonie,guerre de Livonie,question: Quelle bataille se deroule en 1579 </s>,1
plus de 250 000 hommes,l'armée ne dépassa jamais quatre-ving,question: Quelle etait la taille de l'armee americaine lors de la Guerre d'independance ? </s>,1
Afrique,Afrique,question: Quel continent est represente par des francophones au Royaume-Uni ? </s>,2
