prediction,goldlabel,questions,passages_len
thermodynamique,thermodynamique,question: Quel est le domaine de prédilection des travaux de Carnot? </s>,1
Le Pont de la riviere Kwai,Le Pont de la rivière Kwa,question: Quelle film retraca en partie l'histoire des prisonniers de guerre ayant travaillé sur le chantier reliant par chemin de fer Bangkok à Rangoon? </s>,1
cancers de la thyroide,cancers de la thyrode,question: quelle maladie vient de l'iode radioactif </s>,1
azote,"azote et 1,5 kilogramme de CO2",question: Qu'absorbe l'algue Azolla? </s>,1
la décision rendue confond les deux territoires,la décision rendue confond les deux territoires,question: Pourquoi le roi ne parvient pas à régler leur querelle ? </s>,1
des cultures indigenes,ne s'éloignent pas des conceptions esthétique,question: Quel est le style artistique de la peinture et de la sculpture colombienne au XIXe siècle? </s>,1
Dieu,le divin,"question: Selon Thomas d'Aquin, à qui s'applique l'expression ""l'être absolu""? </s>",1
région ultrapéripheriques,à l'exception de la Guyane,question: Les RUP sont-ils des iles ? </s>,1
sous-cas de letalite synthetique,"un sous-cas de létalité synthétique,",question: Qu'est-ce que la létalité collatérale ? </s>,1
législatives,élections législatives,question: Quelles élections se sont déroulées en écosse en 2007 ? </s>,1
États-Unis,Chine,question: Quel pays émet le plus de gaz à effet de serre dans le monde? </s>,1
Croatie et la Slovenie,Croatie et la Slovénie,question: quels sont les 2 pays qui ont déclaré le 25 juin 1991 leur indépendance par rapport à la République fédérative socialiste de Yougoslavie? </s>,1
2015,2015,question: En quelle année le nombre d'auteurs signataires d'une publication scientifique a-t-il atteint un maximum ? </s>,1
Daily Mirror,le Daily Mirror,question: Quel journal a abordé le tournage du clip et les vêtement de Britney Spears ? </s>,1
la promotion de la culture proletarienne,organisation attachée à la promotion de la culture prolétar,question: C'est quoi Figure de Proletkult? </s>,1
concentration des vacances en ete d’abord dans,des publicités qui encourageaient les bains de soleil,question: Qu'est ce qui a favorisé le bronzage populaire ? </s>,1
l'instrument des dieux,instrument,question: qu'est ce que le mridang? </s>,1
réparer a des standards internationaux en matiere de vote,loi référendaire,question: comment appelle ton une loi issue d'un referendum ? </s>,1
l'etablissement d'une repub,établissement d'une république irlandaise réuni,question: Pourquoi les idées de la Société des Irlandais unis étaient devenues radicales ? </s>,1
l'epopee et du conte,l'épopée et du conte,question: Quelles sont les deux formes prises par le récit oral africain ? </s>,1
région,région,question: Quelle notion le traité de Rome ne définissait-il pas ? </s>,1
Amazon.com,celles d’Amazon.com,question: Quelles listes de best-sellers s'appuient stricto sensu sur des ventes vérifiables ? </s>,1
A la suite du retard cause par un problème de radio avant la premiere,problème de radio,question: Pourquoi la séance d'essai du vendredi a été écourtée </s>,1
la diversite linguistique la plus elevee du,ethnies,question: Quel est le facteur de diversité de l'Afrique ? </s>,1
l'Eglise catholique,l'Église,question: Quel groupe manipulerait le vote des femmes selon le Parti radical ? </s>,1
Charles,Charles le Chauve,question: Qui annexa le royaume de son frère à sa mort? </s>,1
la génération d'un projet Delphi est donc tres,une seule passe,question: Pourquoi la compilation en Delphi est rapide ? </s>,1
France,France,question: Quelle nation se trouve au sud du Luxembourg? </s>,1
John Ker,John Ker,question: En hommage à qui le Roxburghe club est-il fondé? </s>,1
scaldique,poèmes scaldiques,question: Quelle est la nature du texte Eiríksmal ? </s>,1
iridium,platine iridié,question: En quelle matière est créé l'étalon du kilogramme ? </s>,1
fabrication de ciment,"vidange facile du creuset, mais aussi désulfur",question: Pour quoi est utilisé le laitier? </s>,1
l'implementation et l'interface,version orientée objet du langage Pascal,question: Quelle est la relation entre Pascal et Delphi ? </s>,1
1859,1859,question: En quelle année se termine la campagne d'Italie ? </s>,1
77 %,77 %,question: A combien de pourcentage les enfants de cadre sont-ils diplômés de l'enseignement supérieur? </s>,1
Asif Ali Zardari,Asif Ali Zardari,question: Qui était le mari de Benazir Bhutto? </s>,1
E.M.,Académie,question: Dans quelle institution intervenait Lavoisier ? </s>,1
Ian Fleming,007,question: Quel est l'autre nom de Bond ? </s>,1
NBDL,NBDL (National Basketball Development League,question: Quel est l'ancien nom de la NBA Development League ? </s>,1
il reduit le titre des nobles de ces fief,il réduit le titre des nobles de ces fiefs,question: Que fait Wang Mang aux nobles qui résident dans les régions frontalières ? </s>,1
Des milliers,les rebelles,question: Quelles sont les personnes assiégées dans la ville ? </s>,1
italien,italiens,question: De quelle nationalité sont les peintres les plus connus du vedutisme? </s>,1
15,"Le maréchal Niel, le créateur de la garde mobile,",question: Combien d'exercices avait prévu le marechal Niel pour la garde mobile? </s>,1
renvoi prioritaire de constitutionnalite,contrôle de constitutionnalité a posteriori,question: a quoi sert le mecanisme qpc? </s>,1
1644,En 1644,question: Quand débute le règne de la dynastie Qing ? </s>,1
les societaires,les sociétaires,"question: Qui détenaient 8,4 milliards d'euros de parts sociales ? </s>",1
cinq,trois,question: Combien d'étapes comporte le tour de l'île ? </s>,1
droit de passage,un droit de passage,question: Qu'est-ce que l'Ouadia ? </s>,1
TogetherSoft,TogetherSoft,question: Quelle entreprise a racheté Borland ? </s>,1
Afrancesados,afrancesados,question: Comment appelle-t-on les partisans  des Français ? </s>,1
les droits et qui mettent en avant la notion de,relativiser les droits des individus ou des minorités face aux,question: Qu'est ce que l'aménagement de l'adhésion de certains pays à la déclaration universelle a engendré sur la notion de droit des peuples? </s>,1
cinq ans,cinq ans,question: combien de temps peirce a-t-il exercé la profession de philosophe? </s>,1
Michel Barnier,Michel,question: Qui a souhaité unir les deux Savoie ? </s>,1
Tour de Catalogne,la septième,question: Quelle étape gagne stablinski ? </s>,1
l'organisation bureaucratique complexe de l'e,organisation bureaucratique complexe de l'empire,question: Quelles sont les causes de la chute de la troisième dynastie d'Ur? </s>,1
"au, les Romains qui occupent la",Vers 350 av. J.-C,question: Quand les Scythes et les Celtes s'installent-ils dans le bassin du moyen-Danube? </s>,1
Mark Sheppard,Rowena,question: Qui fait alliance avec Crowley ? </s>,1
Zoulouland,nord-ouest du Zoulouland,question: Quelle est la zone d'action du colonel Wood? </s>,1
1993,1993,question: Depuis quand le Bureau international du travail a-t-il défini l'économie informelle ? </s>,1
"victoire du spirituel sur le matérielel, de l’e","la victoire du spirituel sur le matériel, de l’étern",question: Que marque la sortie du labyrinthe ? </s>,1
Whittaker,Jahn et Jahn,question: Qui a proposé un système à six règnes pour la première fois? </s>,1
Iles du Vent,Guadeloupe,question: Dans quelle région les hommes de Rochambeau se sont-ils enfuis ? </s>,1
1991,1991,question: Les timbres de Transnistrie existent depuis quelle année ? </s>,1
actrice de doublage et comedienne de theatre,actrice de doublage et comédienne de théâtre,question: Quelles sont les deux nouvelles professions d'Amanda Lear à partir de 2000 ? </s>,1
22 %,22 %,question: Quelle est la part du budget de l'UNESCO assurée par les États-Unis ? </s>,1
en raison de ses origines francaises,en raison de ses origines françaises,question: Pourquoi István Nyers est il appelé Étienne ? </s>,1
L'Axe,Britanniques,question: qui perdit la bataille ? </s>,1
Coface,risques Coface à l'exportation,question: Quel risque était pris en charge par le dispositif d’aide à l’innovation avant 2012? </s>,1
desert de Nubie,désert de Nubie,question: Dans quelle région se trouve Nabta Playa ? </s>,1
trop engages qu'ils etaient dans leur propre guerre,Les Anglais affirmèrent qu'ils ne pouvaient,question: Les anglais ont-ils pu fournir des armes? </s>,1
maisons d’alienes,maisons d’aliénés,question: Dans quel type d’établissement Lasègue s’est-il rendu lors de sa mission en Russie ? </s>,1
Monsieur le sheriff -charge,Monsieur le shériff -charge d'ad,question: Qui a mis en place la compétition Dewar ? </s>,1
haute justice,la haute justice,question: A quel type de justice le fait de prononcer une peine de mort correspond-il au Moyen Age? </s>,1
Arlette Laguiller,PCF,question: Avec quel parti politique LO s'est il associé en 1995 ? </s>,1
anthropologues,anthropologues,question: Quelle est la profession de Claude Lévi-Strauss ? </s>,1
guerre d'independance espagnole,Madrid,question: Quelle fut le point de départ du soulèvement espagnol contre l'occupation Napoléonienne ? </s>,1
la pratique regulierement depuis,son processus créatif,question: Qu'a modifié la méditation transcendantale chez David Lynch ? </s>,1
Wauthier de Masny,Édouard II,question: qui dirige les anglais ? </s>,1
1947,1947,question: En quelle année le CORT remporte-t-il le championnat de France ? </s>,1
de quelques millisecondes a quelques centaines de mill,de quelques millisecondes à quelques centaines de mill,question: Combien de temps dure un sylphe rouge ? </s>,1
Malte,Malte,question: Dans quel pays Dale a-t-il ordonné d'aller se ravitailler ? </s>,1
Seconde Guerre mondiale,la Seconde Guerre mondiale,question: Quel événement provoque le fin du travail des prédécesseurs de l'UNESCO ? </s>,1
1945,1945,question: En quelle année Enrico Fermi devient-il citoyen américain ? </s>,1
énergie solaire et eolienne,L'énergie solaire et éolienne,question: Quels sont les créneaux privilégiés par les programmes de développement initié par l’Etat algérien? </s>,1
la LCR,Ligue communiste révolutionnaire,question: Avec qui Lutte ouvrièere s'associe-t-elle pour les élections régionales de 2004 ? </s>,1
Moyen Age central,Au Moyen ge central,question: Quand est-ce que les évêques ont-ils bénéficié de droits souverains ? </s>,1
le corps humain et ses mouvements,le corps humain et ses mouvements,question: Quel est l'objet d'étude de Bruce Nauman ? </s>,1
Cotton’s Club ou Cotton’s Crooks,Cotton’s Club ou Cotton’s Crooks,question: Quel était le surnom de la No 1 PDU? </s>,1
loisir,schola,question: Quel est l'étymon latin du  mot anglais school ? </s>,1
souvent,souvent,question: A quelle fréquence organisait-elle des réunions ? </s>,1
1623,1623,question: En quelle année s'ouvre le premier couvent d'Augustins déchaux hors d'Italie ? </s>,1
Yinyang et des Wuxing,Yinyang,question: Sur quoi est basé le système d'interprétation des maladies du Shennong </s>,1
Moskovskaia Koltsevaia Avto,MKAD,question: Comment s'appelle le périphérique de Moscou ? </s>,1
Mollards-des-Aubert,1928 à 1933,question: À quelle période Pierre Aubert a t-il commencé la gravure sur bois ? </s>,1
ne jamais contraindre les juifs a se,chrétiens se mettent à exterminer les,question: Pourquoi Simon Kepha décide t il de devenir chrétien ? </s>,1
pirate sanguinaire,pirate,question: quel est le métier de kuro? </s>,1
actes contractuels,actes contractuels supposant l',question: de quelle catégorie d'actes relève le mandat de droit commercial ? </s>,1
son exploitation,de son exploitation,question: De quoi se désintéresse le propriétaire ? </s>,1
dans des huttes,huttes,question: où vivent les castors européens? </s>,1
quarante-quatre,quarante-quatre,question: Combien de personnes ont fondé le Football Club Internazionale Milano ? </s>,1
"Moiraine et son lige, ainsi que les",les Trollocs,question: Qui Aes Sedai repoussa en canalisant le pouvoir unique ? </s>,1
"les belles paroles, on ne sait pas quoi",Europe,question: Elle estime faire partie de quoi ? </s>,1
l'UCI,l'UCI,question: De quel organisme dépend la commission des licences? </s>,1
yak,production de viande,question: Quel principal avantage à élever des chevaux Yushu retrouve-t-on dans le rapport du ministère ? </s>,1
l’éducation,éducation,question: Quel est le principal vecteur de diffusion du français? </s>,1
Tiger Woods,Tiger Woods,question: Qui a fait sa 1ere apparition en Ryder ? </s>,1
la theorie des graphes,une branche des mathématiques,question: c'est quoi la théorie des algèbres ? </s>,1
au sens,contenu dépend pour partie du contexte de leur énonc,question: Qu'est ce la composante indexicale d'une notion ? </s>,1
Louis Daubenton,Diderot et D’Alembert,question: Qui sont les principaux contributeurs de la première œuvre encyclopédique reconnue ? </s>,1
Ville Kahkonen,Ville Kähkönen,question: Qui remporte le sprint devant Florian Schillinger le jour suivant sa première victoire en coupe du monde B ? </s>,1
Christian Dior,Christian Dior,question: De quelle firme Marcel Boussac est il le patron? </s>,1
1971,En 1971,question: quand la première fête de Lutte ouvrière est-elle organisée ? </s>,1
en des points strategiques depuis Lhassa jusqu,depuis Lhassa jusqu'en Inde et,question: Où les combattants du Chushi Gangdrik ont ils été déployés ? </s>,1
Le Capitaine Fracasse,de cape et d'épée,question: Quelle oeuvre fantastique sur les orques Théophile Gautier a t il écrit ? </s>,1
1963,à partir de 1963,question: quand Voix Ouvrière commence à être diffuser ? </s>,1
Accademia del Cimento,Ferdinand II de Médicis,question: Qui a inventé le premier thermomètre utilisant une colonne d'eau ? </s>,1
commune de Venoix,commune de Venoix,question: Près de quel territoire se trouve le vélodrome caennais ? </s>,1
les États membres cooperent pour réaliserr les objectifs de l',la collaboration des États dans les domaines de compétence de l’,question: Quelles sont les conséquences institutionnelles de la révision de l'Acte constitutif de l'UNESCO ? </s>,1
Cera,Céra,question: comment s'appelle le tricératops dans la série 'le petit dinosaure' ? </s>,1
Sainte-Helene,Sainte-Hélène,question: Sur quelle île Napoléon avoue regretter la Guerre d'indépendance espagnole ? </s>,1
révolution industrielle,Révolution industrielle,question: Pendant quel évènement historique la ville de New York est-elle devenue un lieu de croissance économique forte ? </s>,1
la carriere,dédale,question: Quel est l'autre nom des labyrinthes situés dans les églises ? </s>,1
refusr aux etrangers la possibilite,refuser aux étrangers la possibilité de jouer,question: Quel est l'origine du mécontentement des quarante-quatre dissidents vis à vis du Milan Cricket and Football Club ? </s>,1
statut public de droit objectif dont les modalites sont prée,statut public de droit objectif dont les modalités sont préé,question: Qu'attribue le mandat de droit public ? </s>,1
auteur-payeur,auteur-payeur,question: Quel modèle prédateur consiste à faire payer aux chercheurs la publication de leur article ? </s>,1
bataille d'Isandlwana,trois colonnes,question: Comment fut organisée l'armée britannique pour investir le royaume zoulou ? </s>,1
guerre russo-japonaise,1905,question: quand est ce que le japon a envahit la corée ? </s>,1
Bresil,GEP,question: quel est le nom du centre de recherche sur peirce en espagne? </s>,1
en 1613,à l'extrémité sud du passage de Lieb,question: Où ont été détruites les habitations pour aménager un marché d'échanges de marchandises ? </s>,1
Williamstown,Williamstown,question: Où est le Clark art Institute ? </s>,1
1847,en 1847,question: Quand Henry Longfellow publie-t-il Evangeline ? </s>,1
une aile vestigiale n'a pas seulement,elle peut tout de même servir à d'autres usage,question: Une aile vestigiale a-t-elle seulement besoin d'être inutilisable pour le vol pour être vestigiale </s>,1
Meriden,La TR6 Trophy est une moto fabriquée par Triumph à,question: Où a été fabriquée la TR6 Trophy ? </s>,1
ils incarnent un personnage gentil ou mechant,personnage gentil ou méchant,question: C'EST QUOI UN GIMMICK? </s>,1
il estime etre moins privilegie chez Porsche par,car il estime être moins privilégié chez Porsche par rapport au,question: Pour quelle raison Hans Herrmann quitte-t-il l'écurie Porsche en 1962 ? </s>,1
constitue pour apprecier la valeur scientifique des articles proposés,apprécier la valeur scientifique des articles,question: Quel est le rôle du comité de lecture ? </s>,1
plus de dix ans,dix,question: Combien y a-t-il d'IEP? </s>,1
suc,suc,question: Quelle matière peut être extraite de la plante par rupture physique de la feuille ou de la tige? </s>,1
1914,1914,question: Quand Lille a t il remporté son premier titre de champion? </s>,1
par la captivite et/ou l',par la captivité et/ou l'absence,question: Comment ont souvent été expliqués ces comportements ? </s>,1
Afrique,l'Afrique,question: quel est le deuxieme continent en terme de nombre d'habitant </s>,1
Victor Hugo,Victor Hugo,question: Par qui est codifié le théatre romantique ? </s>,1
2006,en 1994,question: Quand refait-il surface ? </s>,1
SNCF,le RER B,question: Quel transport en commun dessert déjà le quartier de la gare du Nord et de la gare de l'Est ? </s>,1
district de Ratnagiri,dans l'actuel district de Ratnagiri,question: Où est situé la forteresse de Burudj ? </s>,1
Afrique de l'Ouest,zones très densément urbanisées,question: Dans quelles zones le léopard se raréfie-t-il ? </s>,1
huit,trente,question: combien de tomes doit comporter l'ensemble des écrits de peirce? </s>,1
peuples du nord,peuples du nord,question: Contre qui la dynastie d'Ur bâtissait des édifices dédiés à la défense du territoire ? </s>,1
marches,salaires des dirigeants des banques et assurances,question: A quoi sont comparables les salaires des dirigeants des banques mutualistes? </s>,1
Tsunekazu Ishihara,plusieurs idées novatrices,question: Comment Iwata a-t-il aidé au développement de jeux vidéos ? </s>,1
l'arrivéee des Allemands,l'arrivée des Allemands,question: Quel événement a provoqué l'évacutation de l'école des officiers d'artillerie à Fontainebleau ? </s>,1
Antonio Guterres,António Guterres,question: Qui est le haut commissaire des Nations unies pour les réfugiés ? </s>,1
Recrutement,communes,question: Qui gére les dépenses de fonctionnement des écoles maternelles et élémentaires? </s>,1
Moises Duenas entraine son exclusion par,dopage,question: Pourquoi Riccardo Ricco a-t-il été suspendu ? </s>,1
85 %,85 %,question: Quel pourcentage de scènes où Steve Rogers apparaît sous sa forme d'origine ont-elles été interprétées par Chris Evans lui-même ? </s>,1
les Caisses locales et les Caisses federal,Caisses locales et les Caisses f,"question: Que comprend le ""noyau coopératif"" ? </s>",1
les associations de supporters,les médias,question: Qui n'en revenait pas de voir lensois et strasbourgeois chanter ensemble ? </s>,1
vallee du Cedron,de l'autre côté de la vallée du Cedron,question: Où se trouve Gethsemani ? </s>,1
James Bond,Bond,question: Qui est un agent britannique ? </s>,1
integrante,"Par convention, ces lieux sont censés faire partie intégr",question: Les lieux des représentations diplomatiques font-ils partie du territoire d'un Etat ? </s>,1
1963,le club est contraint d'abandonner le,question: En quelle année le club de Roubaix Tourcoing perd il le statut professionel? </s>,1
3 milliards de yuans,yuans,question: Quelle est la monnaie chinoise ? </s>,1
sous les barrieres en train de descendre juste avant,sous les barrières en train de descendre,question: Où passe Hans Herrmann alors que les barrières s'abaissent ? </s>,1
par la volonte des operateurs de contourner la corruption de,l'évitement de l'impôt,question: Pourquoi l'économie informelle existe-t-elle ? </s>,1
jazz,jazz,question: Quel genre de musique aimaient Kageneck et Marseille ? </s>,1
Amalfi,Pierre,question: Quel autre prénom est associé à frère Gérard ? </s>,1
Trois,Trois,question: Combien de musiciens entre les musiciens meurent à cause de la faim? </s>,1
Nicholas Hooper,John Williams,question: Qui est le premier compositeur de la musique Harry Potter ? </s>,1
2011,2011,question: En quelle année la Palestine est-elle devenue un membre de l'UNESCO ? </s>,1
Attale II,Attale II,question: qui succède à Eumène II ? </s>,1
augmenter la frequence des trains,d'augmenter la fréquence des trains,"question: Que suggère l'association ""Non au CDG Express"" sur la ligne K ? </s>",1
dans un teaser d'Avengers,"dans un teaser d'Avengers, qui",question: Où les vengeurs apparaissent-ils ? </s>,1
Armee continentale,armée britannique,question: Quelle était l'armée la mieux organisée lors de la guerre d'indépendance des États-Unis ? </s>,1
en 1978-1979,fin des années 1970,question: Quand est née la new wave ? </s>,1
Juventus,la Juventus,question: De quel club venaient Patrick Viera et Zlatan Ibrahimović lorsqu'ils ont rejoint le FC Internazionale Milano ? </s>,1
en la « completant » par des déclarations régionales,en la « complétant » par des déclarations régionale,question: Comment certains pays ont-ils aménagé leur adhésion à la déclaration universelle ? </s>,1
George Steiner,George Steiner,question: Qui est l'auteur de La Mort de la tragédie ? </s>,1
Ouest,en Europe de l'Ouest,question: Ou en Europe est situé la France? </s>,1
reveille par son maitre qui lui demander de l',Étonné,question: Quelle est la réaction de Bardotto ? </s>,1
musulmane,musulmane,question: Quelle est la religion des personnes qui appelaient les chretiens des roumis ? </s>,1
bras,des acquisitions,question: Quelle est l'une des missions du groupe Arkéa ? </s>,1
akkadien,en akkadien,question: En quelle langue sont les tablettes provenant des sanctuaires d'Uruk et de Babylone ? </s>,1
troisieme,troisième,question: Quel est le classement de l'Exelsior AC en 1930-31 ? </s>,1
"musicologie, Elm-e Musiqi",Elm-e Musiqi,question: Comment s'appelle la science de la musique en Iran? </s>,1
grecque,grecque,question: De quelle origine les frères Barberousse étaient-ils ? </s>,1
traction,la traction,question: Pour quoi le Karabaïr est-il de moins en moins utilisé ? </s>,1
1959,1959,question: En quelle année a été réalisé Les Quatre Cents Coups </s>,1
4 000,4 000,question: Combien de janissaires sont-ils en poste à Tunis en 1590 ? </s>,1
Felix Mendelssohn,Clara,question: comment se prénome madame schumann? </s>,1
les conges payes de 1936,"Coco Chanel, souffrit malencontreusement d'un",question: D'où est parti la mode du bronzage en France ? </s>,1
Venitien Marco Sanudo,Quatrième croisade,question: À quel événement est lié la création du duché de Naxos </s>,1
pilule,chirurgical,question: dans quel domaine médical observe t'on le moins la prise en charge de la douleur </s>,1
decolonisation,au moment de la décolonisation,question: Les juifs d’Afrique du nord sont arrivés en France à quelle période ? </s>,1
tout en commercant,en commerçant,question: Comment les peuples africains répandent la religion? </s>,1
l'Allemagne nazie et l',extrémismes,question: Contre qui lz Carlisme a échoué </s>,1
historien,historien,question: quelle est la fonction d'Emmanuel Barret? </s>,1
Espagne,l'Espagne,question: Quel pays détient la Louisiane en 1762 ? </s>,1
Benedict Arnold,Burgoyne,question: Qui a déplacé ses troupes pour surprendre les positions américaines ? </s>,1
Pyrenees,Traité des Pyrénées,question: Sur quel accord a débouché le conflit entre français et espagnols ? </s>,1
Isandlwana,Isandlwana,question: Quelle bataille Chelmsford veut-il absolument éviter de reproduire dans sa nouvelle avancée au Zoulouland ? </s>,1
oxymore,oxymore,question: Le hasard et les mathématiques semblaient-ils compatibles du temps de Pascal ? </s>,1
"de plus en plus violentes, tandis qu",de plus en plus violentes,question: Comment sont les incursion des tribus amorrites? </s>,1
"le genome est dans la cellule ciblee, il peut",autant pour la transcription des protéines virales que pour la,question: Quels sont les fonctions du génome du virus ? </s>,1
tres qualifiee,très qualifiée,question: Comment est la main d'oeuvre ouvrière à Oulianovsk ? </s>,1
Angiosperm Phylogeny Group,l'Angiosperm Phylogeny Group,question: Quel groupe produit une liste officielles de clades d'angiospermes? </s>,1
trois,trois rêves,question: Sur combien de reves s'est construit l'hapax de Descartes ? </s>,1
Troy Begnaud,Troy Begnaud,question: Qui est le producteur des films Saw ? </s>,1
Saint-Laurent,Saint-Laurent,question: Quel fleuve trouve-t-on au canada ? </s>,1
Louis XVI,l'amiral Rodney,question: Qui est l'adversaire de don Luis de Cordova? </s>,1
presque toujours en harmonie,sont presque toujours en harmonie,"question: Que pensent les auteurs de l'essai intitulé ""Vers une politique étrangère néoreaganienne"" des buts moraux et des intérêts nationaux fondamentaux de l'Amérique ? </s>",1
qu'une demi-heure enregistree,une demi-heure enregistrée,question: Que reste-il des jam session de John McLaughlin et Jimi Hendrix ? </s>,1
La Republique,socialiste,question: Quelle a été la mouvance politique d'Emmanuel Macron avant 2009 ? </s>,1
anglais,bilingue,question: Quelle est la langue utilisée pour la signalisation routière au Canada ? </s>,1
Floride occidentale,la Floride,question: Dans quel état se trouve Natchez ? </s>,1
a utiliser des mutations thermosensibles ou in,utiliser des mutations thermosensibles ou insérer,question: En quoi consistent les approches communes d'exploration du phénotype ? </s>,1
assez critique,agnosticisme,question: Comment caractérise-t-on le fait d'être sceptique vis à vis de la religion ? </s>,1
Mathieu Oullion,Le scénariste Mathieu Oul,question: Qui remplace yves Le rolland? </s>,1
peu,peu,question: Combien de gaz à effet de serre la chauffe du laitier libère-t-il? </s>,1
a la terre,retour d’un climat froid,question: L accumulation de gaz à effet de serre au début de l agriculture aurait évité quoi? </s>,1
Norvege,latin,question: En quelle langue a été originellement écrite la Geste des Danois ? </s>,1
rappeur francais,rappeur,question: Qui est Médine ? </s>,1
FitzWalter,FitzWalter,question: Quel était le nom d'origine des Butler ? </s>,1
antihoraire,antihoraire,question: Dans quel sens tourne le monde ? </s>,1
choson hanjaeum,hanja,question: En Corée il s’appelle comment </s>,1
Francis Greenway,l'architecte Francis Greenway,question: Qui construit de grand edifices publics dans les années 1810 en Australie? </s>,1
44 %,44 %,question: Quel est le taux de mortalité infantile des acadiens des maritimes ? </s>,1
tous les six ans,tous les six ans,question: À quelle fréquence le prieur général des Augustins pouvait-il visiter les déchaux ? </s>,1
autrichien,autrichien,question: de quelle nationnalité est benjamin raich </s>,1
Montepeloso,Montepeloso,question: Quelle baronnie reçoit le chef normand Tristan en 1043 ? </s>,1
1916-1935,1907,question: Quand est décédé la fille de Mahler ? </s>,1
depuis toute epoque,Cette négligence s'étend depuis toute époque,question: Depuis quand le traitement de la douleur est inadéquat dans le domaine chirurgical ? </s>,1
condamnation penale mais egalement comme une mesure administrative,une condamnation,question: Quelle mesure la Cour européenne des droits de l'Homme a t'elle prise à l'encontre de la Norvège? </s>,1
Oreste Simonotti,Oreste Simonotti,question: Qui était président de la Casal en 1929 ? </s>,1
il n'y avait clairement pas une diversite,divers,question: Quel est le contraire d'unique ? </s>,1
région ultrapéripheriques,La plupart des régions ultrapériphériques (RUP,question: Les RUP sont-ils des iles ? </s>,1
Claude Vorilhon,Claude Vorilhon,question: Qui a fondé le mouvement raëlien ? </s>,1
nombre des revues scientifiques,Le nombre des revues scientifiques,question: Qu'est-ce qui a fortement progressé au cours des derniers siècles ? </s>,1
catholique,Espagnol,question: De quelle nationalité est Beunza ? </s>,1
André III de Hongrie,André III,question: La mort de quel roi signe-t-elle la fin de la maison Arpad ? </s>,1
Tod Browning,Tod Browning,question: Qui illustre des monstres dans ses films ? </s>,1
processus d'apprentissage,formation,question: Dans quel domaine agissent ils ? </s>,1
Charles IV,Charles IV,question: Qui est le dernier fils de Philippe le Bel ? </s>,1
rue de l’Ancienne Comedie,Quartier latin,question: Où Charles Lasègue est-il devenu l’ami de Claude Bernard ? </s>,1
80,18,question: combien d'écoles anglaises sont dans le top 100 en 2019? </s>,1
par leurs expressions quasi-humaines,leurs expressions quasi-humaines,question: Par quoi Pierre Boulle a t il été impressioné ? </s>,1
ne jamais contraindre les juifs a se,devienne leur chef,question: Qu’impose Simon Kepha après s’être converti au christianisme ? </s>,1
l'Afghanistan,Hati,question: Quel autre pays a suivi le projet de l'éducation de base ? </s>,1
-188,Empire romain,question: Quelle puissance absorbe le royaume de Pergame ? </s>,1
Francisco I. Madero,Madero,question: Qui est l'opposant de Diaz ? </s>,1
ministre de l'Interieur,Aviation,question: Quelle est le ministere en charge des tests? </s>,1
Frick Collection,la Frick Collection,question: Par quelle collection sterling Clark est-il fasciné ? </s>,1
Mortagne,Éditions de Mortagne,question: Quelle est la maison d'édition qui a publié les Chevaliers d'Emeraude au Québec ? </s>,1
Alionouchka,Alionouchka,question: Qui avertit Ivanouchka de ne pas boire l'eau ? </s>,1
forces de police,les forces de police,question: Qui sont les premiers utilisateurs de la UAZ ? </s>,1
1987,en 1999,question: quand a eu lieu l'élection du du directeur général de l'UNESCO ? </s>,1
Football Club de Roubaix,Football Club de Roubaix,question: Quel club occupait le stade Amédée-Prouvost jusqu'en 1928? </s>,1
1996,1996,"question: En quelle année Willian Kristol et Robert Kagan publient-ils ""Vers une politique étrangère néoreaganienne"" ? </s>",1
l'ile Saint-Louis,Nanterre,question: A quel autre endroit proche de Lutèce y a t il eu un groupement d'habitations ? </s>,1
deux,600,question: De combien de soldats Arnold a-t-il le commandement? </s>,1
Max Weber et Christoph Blocher,Max Weber et Christoph Blocher,question: Quels conseillers fédéraux sont connus pour ne pas avoir quitté le monde politique après la fin de leur mandat ? </s>,1
cochonglier ou sanglochon,cochonglier ou sanglochon,question: Comment appele t'on un croissement entre sanglier et cochon ? </s>,1
sacrifice,cosmogonies,question: Quel mot définit l'association entre des combats extraordinaires et la création de mondes dans la mythologie? </s>,1
Radio France,France 2,question: Quelle chaine de télévision est une station publique? </s>,1
Alexander Ovechkin,Maria Kirilenko,question: Qui est l'épouse de Alexei Stepanov? </s>,1
entre autres Mick Jagger,"Bangor, au Pays de Galles",question: Où médite Marianne Faithfull ? </s>,1
"Des esquisses préliminaires, souvent present",qu'il pensait avoir été sélectionné par Disney pour un,question: Qu’annonca Matthew a son entourage? </s>,1
Christophe Musset et Pierre-Paul Castelli,Christophe Musset et Pierre-Paul Castelli,question: Qui dirigent le groupe Médias du Sud ? </s>,1
il lui remette les chefs rebelles,obtenir du roi du Siam l'assurance,question: Quels étaient les intentions d’Alaungpaya avec le roi du Siam? </s>,1
Mehemet Ali,Méhémet Ali,question: Qui était le dirigeant d'Egypte à cette époque? </s>,1
via Francigena,la via Francigena,question: par quelle voie commence le pelerinage dans la ville sainte ? </s>,1
"peintre, caricaturiste, decorateur de theatre",publicitaire,question: Quel métier exerce Red ? </s>,1
1967,en 1967,question: Quand Voix ouvrière devient-elle hebdomadaire ? </s>,1
